ID,Name,Age,Height,Nationality,Position,Agent,N_internacional_games,N_internacional_goals,years_left_in_contrat,Preferred_foot,Team,League,Value
859,Rodrigo Ely,28,1.88,Brasil,Defesa Central,N.E.,3,0,2,direito,UD Almería,LaLiga,2000000
860,Chumi,23,1.86,Espanha,Defesa Central,N.E.,0,0,3,direito,UD Almería,LaLiga,2000000
861,Nikola Maras,26,1.89,Sérvia,Defesa Central,Promoesport,2,0,2,direito,UD Almería,LaLiga,1200000
862,Iván Martos,25,1.82,Espanha,Defesa Central,N.E.,,,2,esquerdo,UD Almería,LaLiga,400000
863,Sergio Akieme,24,1.75,Guiné Equatorial,Lateral Esquerdo,Promoesport,0,0,4,esquerdo,UD Almería,LaLiga,4000000
864,Álex Centelles,22,1.85,Espanha,Lateral Esquerdo,N.E.,2,0,4,esquerdo,UD Almería,LaLiga,1500000
865,Jonathan Silva,24,1.72,Brasil,Lateral Esquerdo,N.E.,,,2,esquerdo,UD Almería,LaLiga,500000
866,Arnau Solà,19,1.79,Espanha,Lateral Esquerdo,Eleven Talent Group,2,0,5,esquerdo,UD Almería,LaLiga,250000
867,Alejandro Pozo,23,1.74,Espanha,Lateral Direito,N.E.,1,0,5,direito,UD Almería,LaLiga,4000000
868,Houboulang Mendes,24,1.84,Guiné Bissau,Lateral Direito,N.E.,0,0,4,direito,UD Almería,LaLiga,3000000
869,Juanjo Nieto,27,1.75,Espanha,Lateral Direito,Gelu Rodríguez,,,1,direito,UD Almería,LaLiga,700000
870,Samú Costa,21,1.83,Portugal,Médio Defensivo,Gestifute,6,1,4,esquerdo,UD Almería,LaLiga,5000000
871,Iñigo Eguaras,30,1.81,Espanha,Médio Defensivo,N.E.,,,2,direito,UD Almería,LaLiga,800000
872,Martin Svidersky,19,1.84,Eslováquia,Médio Defensivo,N.E.,8,0,5,esquerdo,UD Almería,LaLiga,600000
873,Lucas Robertone,25,1.73,Argentina,Médio Centro,SP,2,0,3,direito,UD Almería,LaLiga,4000000
874,Arnau Puigmal,21,1.73,Espanha,Médio Centro,Eleven Talent Group,3,0,4,direito,UD Almería,LaLiga,1500000
875,César de la Hoz,30,1.79,Espanha,Médio Centro,N.E.,,,1,direito,UD Almería,LaLiga,1000000
876,Gui Guedes,20,1.83,Portugal,Médio Centro,N.E.,8,1,6,direito,UD Almería,LaLiga,500000
877,Javi Robles,21,1.9,Espanha,Médio Centro,Promoesport,,,1,direito,UD Almería,LaLiga,100000
878,Largie Ramazani,21,1.67,Bélgica,Extremo Esquerdo,N.E.,0,0,3,direito,UD Almería,LaLiga,4000000
879,José Carlos Lazo,26,1.78,Espanha,Extremo Esquerdo,N.E.,,,5,,UD Almería,LaLiga,2500000
880,Francisco Portillo,32,1.69,Espanha,Extremo Direito,N.E.,,,1,direito,UD Almería,LaLiga,2000000
881,Curro Sánchez,26,1.76,Espanha,Extremo Direito,N.E.,5,2,2,esquerdo,UD Almería,LaLiga,800000
882,Arvin Appiah,21,1.75,Inglaterra,Extremo Direito,ICM Stellar Sports,5,0,2,direito,UD Almería,LaLiga,600000
883,Juan Villar,34,1.82,Espanha,Extremo Direito,N.E.,,,1,direito,UD Almería,LaLiga,300000
884,Umar Sadiq,25,1.92,Nigéria,Ponta de Lança,N.E.,7,1,3,direito,UD Almería,LaLiga,18000000
885,Dyego Sousa,32,1.9,Portugal,Ponta de Lança,N.E.,2,0,2,direito,UD Almería,LaLiga,1000000
886,Jordi Escobar,20,1.88,Espanha,Ponta de Lança,N.E.,3,1,2,direito,UD Almería,LaLiga,200000
887,Édgar Badía,30,1.8,Espanha,Guarda-Redes,N.E.,0,0,1,direito,Elche CF,LaLiga,3000000
888,Axel Werner,26,1.91,Argentina,Guarda-Redes,N.E.,0,0,1,direito,Elche CF,LaLiga,800000
889,Enzo Roco,29,1.92,Chile,Defesa Central,N.E.,32,1,1,direito,Elche CF,LaLiga,2000000
890,Diego González,27,1.85,Espanha,Defesa Central,Promoesport,5,1,2,esquerdo,Elche CF,LaLiga,2000000
891,Pedro Bigas,32,1.81,Espanha,Defesa Central,N.E.,,,1,esquerdo,Elche CF,LaLiga,1000000
892,Josema,26,1.84,Espanha,Defesa Central,N.E.,2,0,1,esquerdo,Elche CF,LaLiga,800000
893,Gonzalo Verdú,33,1.88,Espanha,Defesa Central,N.E.,,,1,direito,Elche CF,LaLiga,700000
894,Johan Mojica,29,1.85,Colômbia,Lateral Esquerdo,N.E.,19,1,2,esquerdo,Elche CF,LaLiga,5000000
895,Helibelton Palacios,29,1.81,Colômbia,Lateral Direito,N.E.,5,0,1,direito,Elche CF,LaLiga,1200000
896,Omar Mascarell,29,1.81,Espanha,Médio Defensivo,N.E.,0,0,0,direito,Elche CF,LaLiga,4000000
897,Gerard Gumbau,27,1.88,Espanha,Médio Defensivo,N.E.,,,1,esquerdo,Elche CF,LaLiga,3000000
898,Raúl Guti,25,1.78,Espanha,Médio Centro,N.E.,,,3,direito,Elche CF,LaLiga,4000000
899,Javier Pastore,33,1.87,Argentina,Médio Ofensivo,N.E.,29,2,1,direito,Elche CF,LaLiga,900000
900,Pere Milla,29,1.8,Espanha,Extremo Esquerdo,EGGO Asesores ...,,,3,esquerdo,Elche CF,LaLiga,3000000
901,Tete Morente,25,1.84,Espanha,Extremo Esquerdo,Promoesport,,,2,direito,Elche CF,LaLiga,3000000
902,Fidel,32,1.8,Espanha,Extremo Esquerdo,N.E.,,,2,esquerdo,Elche CF,LaLiga,2000000
903,Josan,32,1.76,Espanha,Extremo Direito,N.E.,,,1,direito,Elche CF,LaLiga,1000000
904,Lucas Boyé,26,1.83,Argentina,Ponta de Lança,N.E.,1,0,2,direito,Elche CF,LaLiga,15000000
905,Ezequiel Ponce,25,1.81,Argentina,Ponta de Lança,N.E.,6,3,4,direito,Elche CF,LaLiga,5000000
906,Stole Dimitrievski,28,1.88,Macedónia do Norte,Guarda-Redes,Promoesport,54,0,2,direito,Rayo Vallecano,LaLiga,3000000
907,Miguel Ángel Morro,21,1.95,Espanha,Guarda-Redes,N.E.,1,0,1,esquerdo,Rayo Vallecano,LaLiga,600000
908,Diego López,40,1.96,Espanha,Guarda-Redes,N.E.,1,0,1,direito,Rayo Vallecano,LaLiga,500000
909,Alejandro Catena,27,1.94,Espanha,Defesa Central,N.E.,,,1,direito,Rayo Vallecano,LaLiga,4000000
910,Esteban Saveljich,31,1.87,Montenegro,Defesa Central,N.E.,4,0,1,direito,Rayo Vallecano,LaLiga,800000
911,Mario Suárez,35,1.89,Espanha,Defesa Central,Promoesport,3,0,1,direito,Rayo Vallecano,LaLiga,300000
912,Fran García,22,1.69,Espanha,Lateral Esquerdo,N.E.,1,0,3,esquerdo,Rayo Vallecano,LaLiga,7500000
913,Iván Balliu,30,1.72,Albânia,Lateral Direito,N.E.,6,0,3,direito,Rayo Vallecano,LaLiga,2000000
914,Mario Hernández,23,1.77,Espanha,Lateral Direito,N.E.,,,1,direito,Rayo Vallecano,LaLiga,800000
915,Unai López,26,1.7,Espanha,Médio Centro,N.E.,2,0,2,direito,Rayo Vallecano,LaLiga,4000000
916,Santi Comesaña,25,1.88,Espanha,Médio Centro,N.E.,,,1,,Rayo Vallecano,LaLiga,4000000
917,Óscar Valentín,27,1.77,Espanha,Médio Centro,Promoesport,,,3,direito,Rayo Vallecano,LaLiga,3000000
918,Pathé Ciss,28,1.86,Senegal,Médio Centro,N.E.,,,3,direito,Rayo Vallecano,LaLiga,2000000
919,Randy Nteka,24,1.89,França,Médio Ofensivo,N.E.,,,4,esquerdo,Rayo Vallecano,LaLiga,4000000
920,Óscar Trejo,34,1.8,Argentina,Médio Ofensivo,Eleven Talent Group,,,1,direito,Rayo Vallecano,LaLiga,3000000
921,José Pozo,26,1.71,Espanha,Médio Ofensivo,N.E.,1,0,2,esquerdo,Rayo Vallecano,LaLiga,1200000
922,Joni Montiel,23,1.73,Espanha,Médio Ofensivo,Promoesport,3,0,2,esquerdo,Rayo Vallecano,LaLiga,300000
923,Álvaro García,29,1.67,Espanha,Extremo Esquerdo,N.E.,,,4,,Rayo Vallecano,LaLiga,6000000
924,Bebé,31,1.9,Cabo Verde,Extremo Esquerdo,N.E.,6,3,3,direito,Rayo Vallecano,LaLiga,800000
925,Isi Palazón,27,1.69,Espanha,Extremo Direito,N.E.,,,3,esquerdo,Rayo Vallecano,LaLiga,3000000
926,Salvi Sánchez,31,1.7,Espanha,Extremo Direito,Promoesport,,,2,direito,Rayo Vallecano,LaLiga,2000000
927,Lass Bangoura,30,1.69,Guiné,Extremo Direito,N.E.,37,4,1,direito,Rayo Vallecano,LaLiga,200000
928,Radamel Falcao,36,1.77,Colômbia,Ponta de Lança,Gestifute,99,35,1,direito,Rayo Vallecano,LaLiga,2000000
929,Andrés Martín,22,1.78,Espanha,Ponta de Lança,N.E.,6,0,2,esquerdo,Rayo Vallecano,LaLiga,1200000
930,Sergio Moreno,23,1.78,Espanha,Ponta de Lança,N.E.,,,1,,Rayo Vallecano,LaLiga,400000
931,Jeremías Ledesma,29,1.86,Argentina,Guarda-Redes,N.E.,1,0,3,direito,Cádiz CF,LaLiga,6000000
932,David Gil,28,1.86,Espanha,Guarda-Redes,N.E.,0,0,3,direito,Cádiz CF,LaLiga,800000
933,Fali,28,1.86,Espanha,Defesa Central,Promoesport,,,2,direito,Cádiz CF,LaLiga,3000000
934,Víctor Chust,22,1.82,Espanha,Defesa Central,N.E.,4,0,4,,Cádiz CF,LaLiga,2500000
935,Juan Cala,32,1.86,Espanha,Defesa Central,N.E.,1,0,2,direito,Cádiz CF,LaLiga,900000
936,Luis Hernández,33,1.82,Espanha,Defesa Central,N.E.,,,1,direito,Cádiz CF,LaLiga,800000
937,Alfonso Espino,30,1.72,Uruguai,Lateral Esquerdo,N.E.,0,0,1,esquerdo,Cádiz CF,LaLiga,6000000
938,Santiago Arzamendia,24,1.72,Paraguai,Lateral Esquerdo,N.E.,20,0,3,esquerdo,Cádiz CF,LaLiga,1800000
939,Iza Carcelén,29,1.7,Espanha,Lateral Direito,N.E.,,,1,direito,Cádiz CF,LaLiga,1500000
940,Carlos Akapo,29,1.79,Guiné Equatorial,Lateral Direito,N.E.,28,1,0,direito,Cádiz CF,LaLiga,1200000
941,Raúl Parra,22,1.87,Espanha,Lateral Direito,N.E.,,,2,direito,Cádiz CF,LaLiga,300000
942,Tomás Alarcón,23,1.76,Chile,Médio Defensivo,N.E.,9,0,3,direito,Cádiz CF,LaLiga,3000000
943,Jon Ander Garrido,32,1.85,Espanha,Médio Defensivo,N.E.,,,1,direito,Cádiz CF,LaLiga,400000
944,José Mari,34,1.82,Espanha,Médio Defensivo,N.E.,,,2,direito,Cádiz CF,LaLiga,400000
945,Rubén Alcaraz,31,1.8,Espanha,Médio Centro,N.E.,,,2,direito,Cádiz CF,LaLiga,2500000
946,Martín Calderón,23,1.83,Espanha,Médio Centro,N.E.,3,0,2,esquerdo,Cádiz CF,LaLiga,500000
947,Álex Fernández,29,1.83,Espanha,Médio Ofensivo,N.E.,1,0,3,direito,Cádiz CF,LaLiga,6000000
948,Jorge Pombo,28,1.77,Espanha,Médio Ofensivo,N.E.,,,1,direito,Cádiz CF,LaLiga,500000
949,Awer Mabil,26,1.79,Austrália,Extremo Esquerdo,N.E.,22,6,4,direito,Cádiz CF,LaLiga,1800000
950,Alberto Perea,31,1.75,Espanha,Extremo Esquerdo,N.E.,,,1,direito,Cádiz CF,LaLiga,1000000
951,Ivan Chapela,23,1.81,Espanha,Extremo Esquerdo,N.E.,2,0,2,,Cádiz CF,LaLiga,600000
952,Iván Alejo,27,1.86,Espanha,Extremo Direito,N.E.,9,0,3,direito,Cádiz CF,LaLiga,1200000
953,Álvaro Jiménez,27,1.76,Espanha,Extremo Direito,ICM Stellar Sports,,,3,direito,Cádiz CF,LaLiga,600000
954,Choco Lozano,29,1.83,Honduras,Ponta de Lança,Promoesport,38,9,1,direito,Cádiz CF,LaLiga,4000000
955,Lucas Pérez,33,1.8,Espanha,Ponta de Lança,N.E.,,,1,esquerdo,Cádiz CF,LaLiga,2500000
956,Rubén Sobrino,30,1.85,Espanha,Ponta de Lança,N.E.,5,0,2,direito,Cádiz CF,LaLiga,2000000
957,Álvaro Negredo,36,1.86,Espanha,Ponta de Lança,N.E.,21,10,1,esquerdo,Cádiz CF,LaLiga,1500000
958,Álvaro Giménez,31,1.83,Espanha,Ponta de Lança,N.E.,0,0,1,esquerdo,Cádiz CF,LaLiga,1000000
959,Milutin Osmajic,22,1.86,Montenegro,Ponta de Lança,N.E.,11,0,2,,Cádiz CF,LaLiga,700000
960,Nano Mesa,27,1.78,Espanha,Ponta de Lança,Promoesport,,,2,direito,Cádiz CF,LaLiga,500000
961,Sergio Asenjo,33,1.89,Espanha,Guarda-Redes,N.E.,1,0,2,direito,Real Valladolid CF,LaLiga,4000000
962,Jordi Masip,33,1.8,Espanha,Guarda-Redes,N.E.,1,0,2,direito,Real Valladolid CF,LaLiga,700000
963,Roberto,36,1.92,Espanha,Guarda-Redes,N.E.,6,0,1,direito,Real Valladolid CF,LaLiga,500000
964,José Antonio Caro,28,1.84,Espanha,Guarda-Redes,N.E.,,,1,,Real Valladolid CF,LaLiga,300000
965,Joaquín Fernández,26,1.9,Espanha,Defesa Central,N.E.,2,0,1,direito,Real Valladolid CF,LaLiga,2800000
966,Javi Sánchez,25,1.89,Espanha,Defesa Central,N.E.,0,0,2,direito,Real Valladolid CF,LaLiga,2500000
967,Jawad El Yamiq,30,1.93,Marrocos,Defesa Central,N.E.,11,2,2,direito,Real Valladolid CF,LaLiga,1200000
968,Diego Alende,24,1.83,Espanha,Defesa Central,N.E.,4,0,1,,Real Valladolid CF,LaLiga,600000
969,Lucas Olaza,27,1.76,Uruguai,Lateral Esquerdo,N.E.,1,0,3,esquerdo,Real Valladolid CF,LaLiga,2500000
970,Raúl Carnero,33,1.79,Espanha,Lateral Esquerdo,N.E.,,,1,esquerdo,Real Valladolid CF,LaLiga,300000
971,Luis Pérez,27,1.73,Espanha,Lateral Direito,N.E.,,,1,direito,Real Valladolid CF,LaLiga,1500000
972,Monchu,22,1.73,Espanha,Médio Centro,N.E.,,,4,direito,Real Valladolid CF,LaLiga,3000000
973,Roque Mesa,33,1.72,Espanha,Médio Centro,ICM Stellar Sports,,,1,direito,Real Valladolid CF,LaLiga,2500000
974,Álvaro Aguado,26,1.75,Espanha,Médio Centro,N.E.,,,1,direito,Real Valladolid CF,LaLiga,1800000
975,Fede San Emeterio,25,1.76,Espanha,Médio Centro,N.E.,0,0,1,direito,Real Valladolid CF,LaLiga,1500000
976,Kike Pérez,25,1.84,Espanha,Médio Centro,N.E.,2,0,3,esquerdo,Real Valladolid CF,LaLiga,1500000
977,Anuar,27,1.73,Marrocos,Médio Centro,N.E.,2,0,1,direito,Real Valladolid CF,LaLiga,1000000
978,Moha Moukhliss,22,1.69,Espanha,Médio Centro,N.E.,15,1,2,direito,Real Valladolid CF,LaLiga,200000
979,Toni Villa,27,1.72,Espanha,Extremo Esquerdo,N.E.,,,1,direito,Real Valladolid CF,LaLiga,2500000
980,Waldo Rubio,26,1.82,Espanha,Extremo Esquerdo,Promoesport,,,1,direito,Real Valladolid CF,LaLiga,800000
981,Hugo Vallejo,22,1.85,Espanha,Extremo Esquerdo,ICM Stellar Sports,0,0,2,direito,Real Valladolid CF,LaLiga,500000
982,Paulo Vitor,23,1.7,Brasil,Extremo Esquerdo,N.E.,,,3,direito,Real Valladolid CF,LaLiga,400000
983,Óscar Plano,31,1.79,Espanha,Extremo Direito,N.E.,,,1,,Real Valladolid CF,LaLiga,2500000
984,Iván Sánchez,29,1.69,Espanha,Extremo Direito,N.E.,,,2,esquerdo,Real Valladolid CF,LaLiga,800000
985,Víctor García,25,1.8,Espanha,Extremo Direito,N.E.,,,1,direito,Real Valladolid CF,LaLiga,400000
986,Shon Weissman,26,1.74,Israel,Ponta de Lança,N.E.,23,3,2,direito,Real Valladolid CF,LaLiga,8000000
987,Sergi Guardiola,31,1.85,Espanha,Ponta de Lança,N.E.,,,1,esquerdo,Real Valladolid CF,LaLiga,3000000
988,Sergio León,33,1.76,Espanha,Ponta de Lança,N.E.,,,2,direito,Real Valladolid CF,LaLiga,1200000
989,Sekou Gassama,27,1.89,Senegal,Ponta de Lança,N.E.,1,0,2,esquerdo,Real Valladolid CF,LaLiga,500000
990,Sergio Benito,23,1.74,Espanha,Ponta de Lança,N.E.,,,1,,Real Valladolid CF,LaLiga,250000
991,Stiven Plaza,23,1.88,Equador,Ponta de Lança,N.E.,2,0,1,direito,Real Valladolid CF,LaLiga,200000
992,Dominik Greif,25,1.97,Eslováquia,Guarda-Redes,N.E.,4,0,4,direito,RCD Maiorca,LaLiga,2000000
993,Leo Román,22,1.89,Espanha,Guarda-Redes,N.E.,0,0,2,direito,RCD Maiorca,LaLiga,300000
994,Martin Valjent,26,1.87,Eslováquia,Defesa Central,N.E.,9,0,3,direito,RCD Maiorca,LaLiga,4000000
995,Antonio Raíllo,30,1.87,Espanha,Defesa Central,Promoesport,,,2,,RCD Maiorca,LaLiga,2000000
996,Franco Russo,27,1.86,Argentina,Defesa Central,N.E.,,,2,direito,RCD Maiorca,LaLiga,1200000
997,José Copete,22,1.9,Espanha,Defesa Central,N.E.,,,4,esquerdo,RCD Maiorca,LaLiga,800000
998,Braian Cufré,25,1.78,Argentina,Lateral Esquerdo,SP,,,2,esquerdo,RCD Maiorca,LaLiga,1200000
999,Jaume Costa,34,1.71,Espanha,Lateral Esquerdo,N.E.,,,1,esquerdo,RCD Maiorca,LaLiga,1200000
1000,Pablo Maffeo,24,1.72,Espanha,Lateral Direito,N.E.,4,0,4,direito,RCD Maiorca,LaLiga,5000000
1001,Giovanni González,27,1.78,Uruguai,Lateral Direito,Promoesport,16,0,2,direito,RCD Maiorca,LaLiga,1500000
1002,Iddrisu Baba,26,1.82,Gana,Médio Centro,LIAN Sports Group,18,0,2,direito,RCD Maiorca,LaLiga,3500000
1003,Iñigo Ruiz de Galarreta,28,1.75,Espanha,Médio Centro,N.E.,2,0,1,direito,RCD Maiorca,LaLiga,1800000
1004,Antonio Sánchez,25,1.79,Espanha,Médio Centro,ICM Stellar Sports,,,2,direito,RCD Maiorca,LaLiga,1500000
1005,Clément Grenier,31,1.86,França,Médio Centro,N.E.,5,0,2,direito,RCD Maiorca,LaLiga,1000000
1006,Kang-in Lee,21,1.73,Coreia do Sul,Médio Ofensivo,N.E.,4,0,3,esquerdo,RCD Maiorca,LaLiga,6000000
1007,Dani Rodríguez,34,1.78,Espanha,Médio Ofensivo,N.E.,,,2,direito,RCD Maiorca,LaLiga,1200000
1008,Amath Ndiaye,25,1.73,Senegal,Extremo Esquerdo,N.E.,4,0,3,direito,RCD Maiorca,LaLiga,2000000
1009,Lago Júnior,31,1.8,Costa do Marfim,Extremo Esquerdo,N.E.,5,0,1,direito,RCD Maiorca,LaLiga,1200000
1010,Jordi Mboula,23,1.83,Espanha,Extremo Direito,N.E.,0,0,2,direito,RCD Maiorca,LaLiga,1500000
1011,Ángel Rodríguez,35,1.71,Espanha,Ponta de Lança,N.E.,,,1,direito,RCD Maiorca,LaLiga,2000000
1012,Abdón Prats,29,1.81,Espanha,Ponta de Lança,N.E.,,,2,esquerdo,RCD Maiorca,LaLiga,1500000
1013,Matthew Hoppe,21,1.91,Estados Unidos,Ponta de Lança,N.E.,6,1,3,direito,RCD Maiorca,LaLiga,1000000
1014,Álex Alegría,29,1.91,Espanha,Ponta de Lança,N.E.,,,2,direito,RCD Maiorca,LaLiga,200000
1015,Juan Carlos,34,1.87,Espanha,Guarda-Redes,N.E.,,,1,,Girona FC,LaLiga,300000
1016,Adrián Ortolá,28,1.87,Espanha,Guarda-Redes,N.E.,4,0,1,esquerdo,Girona FC,LaLiga,300000
1017,Santiago Bueno,23,1.91,Uruguai,Defesa Central,N.E.,5,2,2,direito,Girona FC,LaLiga,2000000
1018,Bernardo Espinosa,32,1.92,Colômbia,Defesa Central,N.E.,0,0,1,direito,Girona FC,LaLiga,1500000
1019,Juanpe,31,1.9,Espanha,Defesa Central,N.E.,,,1,direito,Girona FC,LaLiga,1500000
1020,Arnau Martínez,19,1.82,Espanha,Lateral Direito,N.E.,6,1,3,direito,Girona FC,LaLiga,5000000
1021,Jordi Calavera,26,1.82,Espanha,Lateral Direito,N.E.,,,0,direito,Girona FC,LaLiga,500000
1022,Ramón Terrats,21,1.81,Espanha,Médio Defensivo,N.E.,,,2,esquerdo,Girona FC,LaLiga,1000000
1023,Ibrahima Kébé,21,1.8,Mali,Médio Defensivo,N.E.,,,2,direito,Girona FC,LaLiga,600000
1024,Aleix García,25,1.73,Espanha,Médio Centro,N.E.,1,0,1,direito,Girona FC,LaLiga,2500000
1025,Víctor Sánchez,34,1.74,Espanha,Médio Centro,N.E.,,,1,direito,Girona FC,LaLiga,400000
1026,Borja García,31,1.75,Espanha,Médio Ofensivo,N.E.,2,0,1,direito,Girona FC,LaLiga,1500000
1027,Iván Martín,23,1.78,Espanha,Médio Ofensivo,N.E.,2,1,1,esquerdo,Girona FC,LaLiga,800000
1028,Samu Saiz,31,1.74,Espanha,Extremo Esquerdo,N.E.,,,1,direito,Girona FC,LaLiga,1000000
1029,Álex Gallar,30,1.76,Espanha,Extremo Esquerdo,N.E.,,,1,esquerdo,Girona FC,LaLiga,800000
1030,Jonathan Dubasin,22,1.8,Espanha,Extremo Esquerdo,Promoesport,,,1,direito,Girona FC,LaLiga,500000
1031,Valery Fernández,22,1.82,Espanha,Extremo Direito,N.E.,0,0,1,direito,Girona FC,LaLiga,800000
1032,Cristhian Stuani,35,1.84,Uruguai,Ponta de Lança,N.E.,50,8,4,direito,Girona FC,LaLiga,1500000
1033,Ederson,28,1.88,Brasil,Guarda-Redes,Gestifute,18,0,4,esquerdo,Manchester City FC,Premier League,45000000
1034,Zack Steffen,27,1.91,Estados Unidos,Guarda-Redes,N.E.,29,0,3,direito,Manchester City FC,Premier League,6000000
1035,Stefan Ortega,29,1.85,Alemanha,Guarda-Redes,N.E.,0,0,3,direito,Manchester City FC,Premier League,6000000
1036,Arijanet Muric,23,1.98,Kosovo,Guarda-Redes,11WINS,26,0,2,direito,Manchester City FC,Premier League,2600000
1037,Scott Carson,36,1.88,Inglaterra,Guarda-Redes,N.E.,4,0,1,direito,Manchester City FC,Premier League,300000
1038,Rúben Dias,25,1.87,Portugal,Defesa Central,Gestifute,37,2,5,direito,Manchester City FC,Premier League,75000000
1039,Aymeric Laporte,28,1.89,Espanha,Defesa Central,N.E.,15,1,3,esquerdo,Manchester City FC,Premier League,45000000
1040,John Stones,28,1.88,Inglaterra,Defesa Central,N.E.,58,3,4,,Manchester City FC,Premier League,28000000
1041,Nathan Aké,27,1.8,Holanda,Defesa Central,N.E.,27,3,3,esquerdo,Manchester City FC,Premier League,25000000
1042,Oleksandr Zinchenko,25,1.75,Ucrânia,Lateral Esquerdo,N.E.,52,8,2,,Manchester City FC,Premier League,25000000
1043,Benjamin Mendy,27,1.85,França,Lateral Esquerdo,Sport Cover,10,0,1,esquerdo,Manchester City FC,Premier League,0
1044,João Cancelo,28,1.82,Portugal,Lateral Direito,Gestifute,36,7,5,direito,Manchester City FC,Premier League,65000000
1045,Kyle Walker,32,1.83,Inglaterra,Lateral Direito,N.E.,68,0,2,,Manchester City FC,Premier League,18000000
1046,Rodri,26,1.91,Espanha,Médio Defensivo,N.E.,33,1,2,direito,Manchester City FC,Premier League,80000000
1047,Kalvin Phillips,26,1.79,Inglaterra,Médio Defensivo,N.E.,23,0,6,direito,Manchester City FC,Premier League,50000000
1048,Fernandinho,37,1.79,Brasil,Médio Defensivo,N.E.,53,2,0,direito,Manchester City FC,Premier League,1500000
1049,Phil Foden,22,1.71,Inglaterra,Médio Centro,N.E.,16,2,2,esquerdo,Manchester City FC,Premier League,90000000
1050,Ilkay Gündogan,31,1.8,Alemanha,Médio Centro,N.E.,60,15,1,direito,Manchester City FC,Premier League,25000000
1051,Yangel Herrera,24,1.84,Venezuela,Médio Centro,N.E.,27,2,2,direito,Manchester City FC,Premier League,14000000
1052,Ante Palaversa,22,1.87,Croácia,Médio Centro,N.E.,6,0,1,direito,Manchester City FC,Premier League,1500000
1053,Kevin De Bruyne,31,1.81,Bélgica,Médio Ofensivo,N.E.,91,24,3,,Manchester City FC,Premier League,85000000
1054,Bernardo Silva,27,1.73,Portugal,Médio Ofensivo,Gestifute,70,8,3,esquerdo,Manchester City FC,Premier League,80000000
1055,Cole Palmer,20,1.82,Inglaterra,Médio Ofensivo,N.E.,4,2,4,esquerdo,Manchester City FC,Premier League,6000000
1056,Raheem Sterling,27,1.7,Inglaterra,Extremo Esquerdo,N.E.,77,19,1,,Manchester City FC,Premier League,70000000
1057,Jack Grealish,26,1.8,Inglaterra,Extremo Esquerdo,ICM Stellar Sports,23,1,5,direito,Manchester City FC,Premier League,70000000
1058,Filip Stevanovic,19,1.77,Sérvia,Extremo Esquerdo,LIAN Sports Group,8,0,4,direito,Manchester City FC,Premier League,2500000
1059,Daniel Arzani,23,1.75,Austrália,Extremo Esquerdo,N.E.,3,0,0,direito,Manchester City FC,Premier League,500000
1060,Ryotaro Meshino,24,1.71,Japão,Extremo Esquerdo,N.E.,3,1,0,direito,Manchester City FC,Premier League,300000
1061,Riyad Mahrez,31,1.79,Argélia,Extremo Direito,N.E.,75,26,1,esquerdo,Manchester City FC,Premier League,35000000
1062,Marlos Moreno,25,1.73,Colômbia,Extremo Direito,N.E.,8,1,1,direito,Manchester City FC,Premier League,900000
1063,Erling Haaland,21,1.95,Noruega,Ponta de Lança,N.E.,21,20,5,esquerdo,Manchester City FC,Premier League,150000000
1064,Julián Álvarez,22,1.7,Argentina,Ponta de Lança,N.E.,9,1,5,direito,Manchester City FC,Premier League,23000000
1065,Nahuel Bustos,24,1.76,Argentina,Ponta de Lança,N.E.,3,1,,direito,Manchester City FC,Premier League,3000000
1066,Alisson,29,1.91,Brasil,Guarda-Redes,N.E.,55,0,5,direito,FC Liverpool,Premier League,50000000
1067,Caoimhin Kelleher,23,1.88,Irlanda,Guarda-Redes,ICM Stellar Sports,8,0,4,direito,FC Liverpool,Premier League,8000000
1068,Adrián,35,1.9,Espanha,Guarda-Redes,N.E.,0,0,1,direito,FC Liverpool,Premier League,1000000
1069,Virgil van Dijk,31,1.93,Holanda,Defesa Central,N.E.,47,5,3,direito,FC Liverpool,Premier League,55000000
1070,Ibrahima Konaté,23,1.94,França,Defesa Central,ICM Stellar Sports,2,0,4,direito,FC Liverpool,Premier League,40000000
1071,Joe Gomez,25,1.88,Inglaterra,Defesa Central,N.E.,11,0,5,direito,FC Liverpool,Premier League,18000000
1072,Joel Matip,30,1.95,Camarões,Defesa Central,N.E.,27,1,2,direito,FC Liverpool,Premier League,18000000
1073,Nathaniel Phillips,25,1.9,Inglaterra,Defesa Central,N.E.,,,3,direito,FC Liverpool,Premier League,8000000
1074,Sepp van den Berg,20,1.89,Holanda,Defesa Central,N.E.,5,1,2,direito,FC Liverpool,Premier League,5000000
1075,Rhys Williams,21,1.95,Inglaterra,Defesa Central,ICM Stellar Sports,2,0,4,direito,FC Liverpool,Premier League,4000000
1076,Ben Davies,26,1.85,Inglaterra,Defesa Central,N.E.,,,3,esquerdo,FC Liverpool,Premier League,2500000
1077,Andrew Robertson,28,1.78,Escócia,Lateral Esquerdo,N.E.,59,3,4,esquerdo,FC Liverpool,Premier League,65000000
1078,Konstantinos Tsimikas,26,1.79,Grécia,Lateral Esquerdo,N.E.,22,0,3,esquerdo,FC Liverpool,Premier League,15000000
1079,Trent Alexander-Arnold,23,1.8,Inglaterra,Lateral Direito,N.E.,17,1,3,direito,FC Liverpool,Premier League,80000000
